timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1692910659074,744,HTTP Request - GET,500,Internal Server Error,Thread Group - Request - 1000 users 1-117,text,false,,214,155,316,316,https://waarkoop-server.herokuapp.com/api/v1/search/demo/apple,744,0,276
1692910658761,1078,HTTP Request - GET,500,Internal Server Error,Thread Group - Request - 1000 users 1-36,text,false,,214,155,315,315,https://waarkoop-server.herokuapp.com/api/v1/search/demo/apple,1078,0,283
1692910658809,1117,HTTP Request - GET,500,Internal Server Error,Thread Group - Request - 1000 users 1-51,text,false,,214,155,314,314,https://waarkoop-server.herokuapp.com/api/v1/search/demo/apple,1117,0,258
1692910658448,2133,HTTP Request - GET,200,OK,Thread Group - Request - 1000 users 1-12,text,true,,3261,155,333,333,https://waarkoop-server.herokuapp.com/api/v1/search/demo/apple,2133,0,249
1692910658362,2341,HTTP Request - GET,200,OK,Thread Group - Request - 1000 users 1-30,text,true,,3261,155,333,333,https://waarkoop-server.herokuapp.com/api/v1/search/demo/apple,2341,0,332
1692910658421,2491,HTTP Request - GET,200,OK,Thread Group - Request - 1000 users 1-9,text,true,,3261,155,334,334,https://waarkoop-server.herokuapp.com/api/v1/search/demo/apple,2491,0,272
1692910658373,2659,HTTP Request - GET,200,OK,Thread Group - Request - 1000 users 1-3,text,true,,3261,155,334,334,https://waarkoop-server.herokuapp.com/api/v1/search/demo/apple,2659,0,324
1692910658419,2767,HTTP Request - GET,200,OK,Thread Group - Request - 1000 users 1-8,text,true,,3261,155,340,340,https://waarkoop-server.herokuapp.com/api/v1/search/demo/apple,2767,0,284
1692910658406,2876,HTTP Request - GET,200,OK,Thread Group - Request - 1000 users 1-7,text,true,,3261,155,351,351,https://waarkoop-server.herokuapp.com/api/v1/search/demo/apple,2876,0,287
1692910658445,2915,HTTP Request - GET,200,OK,Thread Group - Request - 1000 users 1-10,text,true,,3261,155,362,362,https://waarkoop-server.herokuapp.com/api/v1/search/demo/apple,2915,0,273
1692910658495,3005,HTTP Request - GET,200,OK,Thread Group - Request - 1000 users 1-18,text,true,,3261,155,390,390,https://waarkoop-server.herokuapp.com/api/v1/search/demo/apple,3005,0,249
1692910658403,3139,HTTP Request - GET,200,OK,Thread Group - Request - 1000 users 1-72,text,true,,3261,155,390,390,https://waarkoop-server.herokuapp.com/api/v1/search/demo/apple,3139,0,300
1692910658497,3059,HTTP Request - GET,200,OK,Thread Group - Request - 1000 users 1-19,text,true,,3261,155,390,390,https://waarkoop-server.herokuapp.com/api/v1/search/demo/apple,3059,0,261
1692910658393,3255,HTTP Request - GET,200,OK,Thread Group - Request - 1000 users 1-6,text,true,,3261,155,391,391,https://waarkoop-server.herokuapp.com/api/v1/search/demo/apple,3255,0,304
1692910658391,3258,HTTP Request - GET,200,OK,Thread Group - Request - 1000 users 1-59,text,true,,3261,155,390,390,https://waarkoop-server.herokuapp.com/api/v1/search/demo/apple,3258,0,306
1692910658377,3291,HTTP Request - GET,200,OK,Thread Group - Request - 1000 users 1-4,text,true,,3261,155,389,389,https://waarkoop-server.herokuapp.com/api/v1/search/demo/apple,3291,0,341
1692910658378,3420,HTTP Request - GET,200,OK,Thread Group - Request - 1000 users 1-5,text,true,,3261,155,470,470,https://waarkoop-server.herokuapp.com/api/v1/search/demo/apple,3420,0,361
1692910658542,3389,HTTP Request - GET,200,OK,Thread Group - Request - 1000 users 1-23,text,true,,3261,155,469,469,https://waarkoop-server.herokuapp.com/api/v1/search/demo/apple,3389,0,245
1692910658361,4050,HTTP Request - GET,200,OK,Thread Group - Request - 1000 users 1-27,text,true,,3261,155,469,469,https://waarkoop-server.herokuapp.com/api/v1/search/demo/apple,4050,0,350
1692910658354,4076,HTTP Request - GET,200,OK,Thread Group - Request - 1000 users 1-1,text,true,,3261,155,468,468,https://waarkoop-server.herokuapp.com/api/v1/search/demo/apple,3723,0,349
1692910658447,4136,HTTP Request - GET,200,OK,Thread Group - Request - 1000 users 1-11,text,true,,3261,155,467,467,https://waarkoop-server.herokuapp.com/api/v1/search/demo/apple,4136,0,264
1692910658514,4287,HTTP Request - GET,200,OK,Thread Group - Request - 1000 users 1-201,text,true,,3261,155,467,467,https://waarkoop-server.herokuapp.com/api/v1/search/demo/apple,4287,0,263
1692910658500,4349,HTTP Request - GET,200,OK,Thread Group - Request - 1000 users 1-184,text,true,,3261,155,466,466,https://waarkoop-server.herokuapp.com/api/v1/search/demo/apple,4349,0,258
1692910658359,4506,HTTP Request - GET,200,OK,Thread Group - Request - 1000 users 1-2,text,true,,3261,155,465,465,https://waarkoop-server.herokuapp.com/api/v1/search/demo/apple,4506,0,352
1692910658495,4440,HTTP Request - GET,200,OK,Thread Group - Request - 1000 users 1-17,text,true,,3261,155,466,466,https://waarkoop-server.herokuapp.com/api/v1/search/demo/apple,4440,0,281
1692910658498,4475,HTTP Request - GET,200,OK,Thread Group - Request - 1000 users 1-20,text,true,,3261,155,478,478,https://waarkoop-server.herokuapp.com/api/v1/search/demo/apple,4475,0,260
1692910658489,4508,HTTP Request - GET,200,OK,Thread Group - Request - 1000 users 1-13,text,true,,3261,155,484,484,https://waarkoop-server.herokuapp.com/api/v1/search/demo/apple,4508,0,255
1692910658543,4454,HTTP Request - GET,200,OK,Thread Group - Request - 1000 users 1-24,text,true,,166,155,484,484,https://waarkoop-server.herokuapp.com/api/v1/search/demo/apple,4454,0,275
1692910658542,4492,HTTP Request - GET,200,OK,Thread Group - Request - 1000 users 1-22,text,true,,3261,155,487,487,https://waarkoop-server.herokuapp.com/api/v1/search/demo/apple,4492,0,251
1692910658499,4761,HTTP Request - GET,200,OK,Thread Group - Request - 1000 users 1-183,text,true,,3261,155,537,537,https://waarkoop-server.herokuapp.com/api/v1/search/demo/apple,4761,0,245
1692910658543,4763,HTTP Request - GET,200,OK,Thread Group - Request - 1000 users 1-218,text,true,,3261,155,537,537,https://waarkoop-server.herokuapp.com/api/v1/search/demo/apple,4763,0,294
1692910658488,4877,HTTP Request - GET,200,OK,Thread Group - Request - 1000 users 1-171,text,true,,3261,155,536,536,https://waarkoop-server.herokuapp.com/api/v1/search/demo/apple,4877,0,256
1692910658543,4842,HTTP Request - GET,200,OK,Thread Group - Request - 1000 users 1-25,text,true,,3261,155,560,560,https://waarkoop-server.herokuapp.com/api/v1/search/demo/apple,4842,0,253
1692910658498,4919,HTTP Request - GET,200,OK,Thread Group - Request - 1000 users 1-21,text,true,,3261,155,634,634,https://waarkoop-server.herokuapp.com/api/v1/search/demo/apple,4919,0,278
1692910658619,4993,HTTP Request - GET,200,OK,Thread Group - Request - 1000 users 1-316,text,true,,3261,155,816,816,https://waarkoop-server.herokuapp.com/api/v1/search/demo/apple,4993,0,258
1692910658491,5123,HTTP Request - GET,200,OK,Thread Group - Request - 1000 users 1-14,text,true,,3261,155,815,815,https://waarkoop-server.herokuapp.com/api/v1/search/demo/apple,5123,0,253
1692910658519,5204,HTTP Request - GET,200,OK,Thread Group - Request - 1000 users 1-204,text,true,,3261,155,908,908,https://waarkoop-server.herokuapp.com/api/v1/search/demo/apple,5204,0,274
1692910658544,5180,HTTP Request - GET,200,OK,Thread Group - Request - 1000 users 1-231,text,true,,3261,155,908,908,https://waarkoop-server.herokuapp.com/api/v1/search/demo/apple,5180,0,252
1692910658651,5278,HTTP Request - GET,200,OK,Thread Group - Request - 1000 users 1-319,text,true,,6354,155,962,962,https://waarkoop-server.herokuapp.com/api/v1/search/demo/apple,5278,0,287
1692910658547,5382,HTTP Request - GET,200,OK,Thread Group - Request - 1000 users 1-234,text,true,,6354,155,962,962,https://waarkoop-server.herokuapp.com/api/v1/search/demo/apple,5382,0,290
1692910658473,5487,HTTP Request - GET,200,OK,Thread Group - Request - 1000 users 1-154,text,true,,3261,155,960,960,https://waarkoop-server.herokuapp.com/api/v1/search/demo/apple,5487,0,514
1692910658889,5086,HTTP Request - GET,200,OK,Thread Group - Request - 1000 users 1-110,text,true,,3261,155,959,959,https://waarkoop-server.herokuapp.com/api/v1/search/demo/apple,5086,0,382
1692910658649,5352,HTTP Request - GET,200,OK,Thread Group - Request - 1000 users 1-318,text,true,,3261,155,958,958,https://waarkoop-server.herokuapp.com/api/v1/search/demo/apple,5352,0,260
1692910658546,5639,HTTP Request - GET,200,OK,Thread Group - Request - 1000 users 1-232,text,true,,3261,155,957,957,https://waarkoop-server.herokuapp.com/api/v1/search/demo/apple,5639,0,272
1692910658487,5820,HTTP Request - GET,200,OK,Thread Group - Request - 1000 users 1-170,text,true,,3261,155,956,956,https://waarkoop-server.herokuapp.com/api/v1/search/demo/apple,5820,0,503
1692910658891,5459,HTTP Request - GET,200,OK,Thread Group - Request - 1000 users 1-114,text,true,,3261,155,955,955,https://waarkoop-server.herokuapp.com/api/v1/search/demo/apple,5459,0,380
1692910658729,5704,HTTP Request - GET,200,OK,Thread Group - Request - 1000 users 1-29,text,true,,3261,155,954,954,https://waarkoop-server.herokuapp.com/api/v1/search/demo/apple,5704,0,258
1692910658730,5770,HTTP Request - GET,200,OK,Thread Group - Request - 1000 users 1-32,text,true,,3261,155,953,953,https://waarkoop-server.herokuapp.com/api/v1/search/demo/apple,5770,0,263
1692910658580,5936,HTTP Request - GET,200,OK,Thread Group - Request - 1000 users 1-26,text,true,,3261,155,952,952,https://waarkoop-server.herokuapp.com/api/v1/search/demo/apple,5936,0,257
